Subscription type: 4
Trying 127.0.0.1:40001...
Connected to 127.0.0.1:40001
Message_type information: P - Market status, M - Quote, T - Trade
T, 106275, REL, 6375.5

T, 106276, REL, 6376.5

T, 106277, REL, 6377.5

T, 106278, REL, 6378.5

T, 106279, REL, 6379.5

T, 106280, REL, 6380.5

T, 106281, REL, 6381.5

T, 106282, REL, 6382.5

T, 106283, REL, 6383.5

T, 106284, REL, 6384.5

T, 106285, REL, 6385.5

T, 106286, REL, 6386.5

T, 106287, REL, 6387.5

T, 106288, REL, 6388.5

T, 106289, REL, 6389.5

T, 106290, REL, 6390.5

T, 106291, REL, 6391.5

T, 106292, REL, 6392.5

T, 106293, REL, 6393.5

T, 106294, REL, 6394.5

T, 106295, REL, 6395.5

T, 106296, REL, 6396.5

T, 106297, REL, 6397.5

T, 106298, REL, 6398.5

T, 106299, REL, 6399.5

T, 106300, REL, 6400.5

T, 106301, REL, 6401.5

T, 106302, REL, 6402.5

T, 106303, REL, 6403.5

T, 106304, REL, 6404.5

T, 106305, REL, 6405.5

T, 106306, REL, 6406.5

T, 106307, REL, 6407.5

T, 106308, REL, 6408.5

T, 106309, REL, 6409.5

T, 106310, REL, 6410.5

T, 106311, REL, 6411.5

T, 106312, REL, 6412.5

T, 106313, REL, 6413.5

T, 106314, REL, 6414.5

T, 106315, REL, 6415.5

T, 106316, REL, 6416.5

T, 106317, REL, 6417.5

T, 106318, REL, 6418.5

T, 106319, REL, 6419.5

T, 106320, REL, 6420.5

T, 106321, REL, 6421.5

T, 106322, REL, 6422.5

T, 106323, REL, 6423.5

T, 106324, REL, 6424.5

T, 106325, REL, 6425.5

T, 106326, REL, 6426.5

T, 106327, REL, 6427.5

T, 106328, REL, 6428.5

T, 106329, REL, 6429.5

T, 106330, REL, 6430.5

T, 106331, REL, 6431.5

T, 106332, REL, 6432.5

T, 106333, REL, 6433.5

T, 106334, REL, 6434.5

T, 106335, REL, 6435.5

T, 106336, REL, 6436.5

T, 106337, REL, 6437.5

T, 106338, REL, 6438.5

T, 106339, REL, 6439.5

T, 106340, REL, 6440.5

T, 106341, REL, 6441.5

T, 106342, REL, 6442.5

T, 106343, REL, 6443.5

T, 106344, REL, 6444.5

T, 106345, REL, 6445.5

T, 106346, REL, 6446.5

T, 106347, REL, 6447.5

T, 106348, REL, 6448.5

T, 106349, REL, 6449.5

T, 106350, REL, 6450.5

T, 106351, REL, 6451.5

T, 106352, REL, 6452.5

T, 106353, REL, 6453.5

T, 106354, REL, 6454.5

T, 106355, REL, 6455.5

T, 106356, REL, 6456.5

T, 106357, REL, 6457.5

T, 106358, REL, 6458.5

T, 106359, REL, 6459.5

T, 106360, REL, 6460.5

T, 106361, REL, 6461.5

T, 106362, REL, 6462.5

T, 106363, REL, 6463.5

T, 106364, REL, 6464.5

T, 106365, REL, 6465.5

T, 106366, REL, 6466.5

T, 106367, REL, 6467.5

T, 106368, REL, 6468.5

T, 106369, REL, 6469.5

T, 106370, REL, 6470.5

T, 106371, REL, 6471.5

T, 106372, REL, 6472.5

T, 106373, REL, 6473.5

T, 106374, REL, 6474.5

T, 106375, REL, 6475.5

T, 106376, REL, 6476.5

T, 106377, REL, 6477.5

T, 106378, REL, 6478.5

T, 106379, REL, 6479.5

T, 106380, REL, 6480.5

T, 106381, REL, 6481.5

T, 106382, REL, 6482.5

T, 106383, REL, 6483.5

T, 106384, REL, 6484.5

T, 106385, REL, 6485.5

T, 106386, REL, 6486.5

T, 106387, REL, 6487.5

T, 106388, REL, 6488.5

T, 106389, REL, 6489.5

T, 106390, REL, 6490.5

T, 106391, REL, 6491.5

T, 106392, REL, 6492.5

T, 106393, REL, 6493.5

T, 106394, REL, 6494.5

T, 106395, REL, 6495.5

T, 106396, REL, 6496.5

T, 106397, REL, 6497.5

T, 106398, REL, 6498.5

T, 106399, REL, 6499.5

T, 106400, REL, 6500.5

T, 106401, REL, 6501.5

T, 106402, REL, 6502.5

T, 106403, REL, 6503.5

T, 106404, REL, 6504.5

T, 106405, REL, 6505.5

T, 106406, REL, 6506.5

T, 106407, REL, 6507.5

T, 106408, REL, 6508.5

T, 106409, REL, 6509.5

T, 106410, REL, 6510.5

T, 106411, REL, 6511.5

T, 106412, REL, 6512.5

T, 106413, REL, 6513.5

T, 106414, REL, 6514.5

T, 106415, REL, 6515.5

T, 106416, REL, 6516.5

T, 106417, REL, 6517.5

T, 106418, REL, 6518.5

T, 106419, REL, 6519.5

T, 106420, REL, 6520.5

T, 106421, REL, 6521.5

T, 106422, REL, 6522.5

T, 106423, REL, 6523.5

T, 106424, REL, 6524.5

T, 106425, REL, 6525.5

T, 106426, REL, 6526.5

T, 106427, REL, 6527.5

T, 106428, REL, 6528.5

T, 106429, REL, 6529.5

T, 106430, REL, 6530.5

T, 106431, REL, 6531.5

T, 106432, REL, 6532.5

T, 106433, REL, 6533.5

T, 106434, REL, 6534.5

T, 106435, REL, 6535.5

T, 106436, REL, 6536.5

T, 106437, REL, 6537.5

T, 106438, REL, 6538.5

T, 106439, REL, 6539.5

T, 106440, REL, 6540.5

T, 106441, REL, 6541.5

T, 106442, REL, 6542.5

T, 106443, REL, 6543.5

T, 106444, REL, 6544.5

T, 106445, REL, 6545.5

T, 106446, REL, 6546.5

T, 106447, REL, 6547.5

T, 106448, REL, 6548.5

T, 106449, REL, 6549.5

T, 106450, REL, 6550.5

T, 106451, REL, 6551.5

T, 106452, REL, 6552.5

T, 106453, REL, 6553.5

T, 106454, REL, 6554.5

T, 106455, REL, 6555.5

T, 106456, REL, 6556.5

T, 106457, REL, 6557.5

T, 106458, REL, 6558.5

T, 106459, REL, 6559.5

T, 106460, REL, 6560.5

T, 106461, REL, 6561.5

T, 106462, REL, 6562.5

T, 106463, REL, 6563.5

T, 106464, REL, 6564.5

T, 106465, REL, 6565.5

T, 106466, REL, 6566.5

T, 106467, REL, 6567.5

T, 106468, REL, 6568.5

T, 106469, REL, 6569.5

T, 106470, REL, 6570.5

T, 106471, REL, 6571.5

T, 106472, REL, 6572.5

T, 106473, REL, 6573.5

T, 106474, REL, 6574.5

T, 106475, REL, 6575.5

T, 106476, REL, 6576.5

T, 106477, REL, 6577.5

T, 106478, REL, 6578.5

T, 106479, REL, 6579.5

T, 106480, REL, 6580.5

T, 106481, REL, 6581.5

T, 106482, REL, 6582.5

T, 106483, REL, 6583.5

T, 106484, REL, 6584.5

T, 106485, REL, 6585.5

T, 106486, REL, 6586.5

T, 106487, REL, 6587.5

T, 106488, REL, 6588.5

T, 106489, REL, 6589.5

T, 106490, REL, 6590.5

T, 106491, REL, 6591.5

T, 106492, REL, 6592.5

T, 106493, REL, 6593.5

T, 106494, REL, 6594.5

T, 106495, REL, 6595.5

T, 106496, REL, 6596.5

T, 106497, REL, 6597.5

T, 106498, REL, 6598.5

T, 106499, REL, 6599.5

T, 106500, REL, 6600.5

T, 106501, REL, 6601.5

T, 106502, REL, 6602.5

T, 106503, REL, 6603.5

T, 106504, REL, 6604.5

T, 106505, REL, 6605.5

T, 106506, REL, 6606.5

T, 106507, REL, 6607.5

T, 106508, REL, 6608.5

T, 106509, REL, 6609.5

T, 106510, REL, 6610.5

T, 106511, REL, 6611.5

T, 106512, REL, 6612.5

T, 106513, REL, 6613.5

T, 106514, REL, 6614.5

T, 106515, REL, 6615.5

T, 106516, REL, 6616.5

T, 106517, REL, 6617.5

T, 106518, REL, 6618.5

T, 106519, REL, 6619.5

T, 106520, REL, 6620.5

T, 106521, REL, 6621.5

T, 106522, REL, 6622.5

T, 106523, REL, 6623.5

T, 106524, REL, 6624.5

T, 106525, REL, 6625.5

T, 106526, REL, 6626.5

T, 106527, REL, 6627.5

T, 106528, REL, 6628.5

T, 106529, REL, 6629.5

T, 106530, REL, 6630.5

T, 106531, REL, 6631.5

T, 106532, REL, 6632.5

T, 106533, REL, 6633.5

T, 106534, REL, 6634.5

T, 106535, REL, 6635.5

T, 106536, REL, 6636.5

T, 106537, REL, 6637.5

T, 106538, REL, 6638.5

T, 106539, REL, 6639.5

T, 106540, REL, 6640.5

T, 106541, REL, 6641.5

T, 106542, REL, 6642.5

T, 106543, REL, 6643.5

T, 106544, REL, 6644.5

T, 106545, REL, 6645.5

T, 106546, REL, 6646.5

T, 106547, REL, 6647.5

T, 106548, REL, 6648.5

T, 106549, REL, 6649.5

T, 106550, REL, 6650.5

T, 106551, REL, 6651.5

T, 106552, REL, 6652.5

T, 106553, REL, 6653.5

T, 106554, REL, 6654.5

T, 106555, REL, 6655.5

T, 106556, REL, 6656.5

T, 106557, REL, 6657.5

T, 106558, REL, 6658.5

T, 106559, REL, 6659.5

T, 106560, REL, 6660.5

T, 106561, REL, 6661.5

T, 106562, REL, 6662.5

T, 106563, REL, 6663.5

T, 106564, REL, 6664.5

T, 106565, REL, 6665.5

T, 106566, REL, 6666.5

T, 106567, REL, 6667.5

T, 106568, REL, 6668.5

T, 106569, REL, 6669.5

T, 106570, REL, 6670.5

T, 106571, REL, 6671.5

T, 106572, REL, 6672.5

T, 106573, REL, 6673.5

T, 106574, REL, 6674.5

T, 106575, REL, 6675.5

T, 106576, REL, 6676.5

T, 106577, REL, 6677.5

T, 106578, REL, 6678.5

T, 106579, REL, 6679.5

T, 106580, REL, 6680.5

T, 106581, REL, 6681.5

T, 106582, REL, 6682.5

T, 106583, REL, 6683.5

T, 106584, REL, 6684.5

T, 106585, REL, 6685.5

T, 106586, REL, 6686.5

T, 106587, REL, 6687.5

T, 106588, REL, 6688.5

T, 106589, REL, 6689.5

T, 106590, REL, 6690.5

T, 106591, REL, 6691.5

T, 106592, REL, 6692.5

T, 106593, REL, 6693.5

T, 106594, REL, 6694.5

T, 106595, REL, 6695.5

T, 106596, REL, 6696.5

T, 106597, REL, 6697.5

T, 106598, REL, 6698.5

T, 106599, REL, 6699.5

T, 106600, REL, 6700.5

T, 106601, REL, 6701.5

T, 106602, REL, 6702.5

T, 106603, REL, 6703.5

T, 106604, REL, 6704.5

T, 106605, REL, 6705.5

T, 106606, REL, 6706.5

T, 106607, REL, 6707.5

T, 106608, REL, 6708.5

T, 106609, REL, 6709.5

T, 106610, REL, 6710.5

T, 106611, REL, 6711.5

T, 106612, REL, 6712.5

T, 106613, REL, 6713.5

T, 106614, REL, 6714.5

T, 106615, REL, 6715.5

T, 106616, REL, 6716.5

T, 106617, REL, 6717.5

T, 106618, REL, 6718.5

T, 106619, REL, 6719.5

T, 106620, REL, 6720.5

T, 106621, REL, 6721.5

T, 106622, REL, 6722.5

T, 106623, REL, 6723.5

T, 106624, REL, 6724.5

T, 106625, REL, 6725.5

T, 106626, REL, 6726.5

T, 106627, REL, 6727.5

T, 106628, REL, 6728.5

T, 106629, REL, 6729.5

T, 106630, REL, 6730.5

T, 106631, REL, 6731.5

T, 106632, REL, 6732.5

T, 106633, REL, 6733.5

T, 106634, REL, 6734.5

T, 106635, REL, 6735.5

T, 106636, REL, 6736.5

T, 106637, REL, 6737.5

T, 106638, REL, 6738.5

T, 106639, REL, 6739.5

T, 106640, REL, 6740.5

T, 106641, REL, 6741.5

T, 106642, REL, 6742.5

T, 106643, REL, 6743.5

T, 106644, REL, 6744.5

T, 106645, REL, 6745.5

T, 106646, REL, 6746.5

T, 106647, REL, 6747.5

T, 106648, REL, 6748.5

T, 106649, REL, 6749.5

T, 106650, REL, 6750.5

T, 106651, REL, 6751.5

T, 106652, REL, 6752.5

T, 106653, REL, 6753.5

T, 106654, REL, 6754.5

T, 106655, REL, 6755.5

T, 106656, REL, 6756.5

T, 106657, REL, 6757.5

T, 106658, REL, 6758.5

T, 106659, REL, 6759.5

T, 106660, REL, 6760.5

T, 106661, REL, 6761.5

T, 106662, REL, 6762.5

T, 106663, REL, 6763.5

T, 106664, REL, 6764.5

T, 106665, REL, 6765.5

T, 106666, REL, 6766.5

T, 106667, REL, 6767.5

T, 106668, REL, 6768.5

T, 106669, REL, 6769.5

T, 106670, REL, 6770.5

T, 106671, REL, 6771.5

T, 106672, REL, 6772.5

T, 106673, REL, 6773.5

T, 106674, REL, 6774.5

T, 106675, REL, 6775.5

T, 106676, REL, 6776.5

T, 106677, REL, 6777.5

T, 106678, REL, 6778.5

T, 106679, REL, 6779.5

T, 106680, REL, 6780.5

T, 106681, REL, 6781.5

T, 106682, REL, 6782.5

T, 106683, REL, 6783.5

T, 106684, REL, 6784.5

T, 106685, REL, 6785.5

T, 106686, REL, 6786.5

T, 106687, REL, 6787.5

T, 106688, REL, 6788.5

T, 106689, REL, 6789.5

T, 106690, REL, 6790.5

T, 106691, REL, 6791.5

T, 106692, REL, 6792.5

T, 106693, REL, 6793.5

T, 106694, REL, 6794.5

T, 106695, REL, 6795.5

T, 106696, REL, 6796.5

T, 106697, REL, 6797.5

T, 106698, REL, 6798.5

T, 106699, REL, 6799.5

T, 106700, REL, 6800.5

T, 106701, REL, 6801.5

T, 106702, REL, 6802.5

T, 106703, REL, 6803.5

T, 106704, REL, 6804.5

T, 106705, REL, 6805.5

T, 106706, REL, 6806.5

T, 106707, REL, 6807.5

T, 106708, REL, 6808.5

T, 106709, REL, 6809.5

T, 106710, REL, 6810.5

T, 106711, REL, 6811.5

T, 106712, REL, 6812.5

T, 106713, REL, 6813.5

T, 106714, REL, 6814.5

T, 106715, REL, 6815.5

T, 106716, REL, 6816.5

T, 106717, REL, 6817.5

T, 106718, REL, 6818.5

T, 106719, REL, 6819.5

T, 106720, REL, 6820.5

T, 106721, REL, 6821.5

T, 106722, REL, 6822.5

T, 106723, REL, 6823.5

T, 106724, REL, 6824.5

T, 106725, REL, 6825.5

T, 106726, REL, 6826.5

T, 106727, REL, 6827.5

T, 106728, REL, 6828.5

T, 106729, REL, 6829.5

T, 106730, REL, 6830.5

T, 106731, REL, 6831.5

T, 106732, REL, 6832.5

T, 106733, REL, 6833.5

T, 106734, REL, 6834.5

T, 106735, REL, 6835.5

T, 106736, REL, 6836.5

T, 106737, REL, 6837.5

T, 106738, REL, 6838.5

T, 106739, REL, 6839.5

T, 106740, REL, 6840.5

T, 106741, REL, 6841.5

T, 106742, REL, 6842.5

T, 106743, REL, 6843.5

T, 106744, REL, 6844.5

T, 106745, REL, 6845.5

T, 106746, REL, 6846.5

T, 106747, REL, 6847.5

T, 106748, REL, 6848.5

T, 106749, REL, 6849.5

T, 106750, REL, 6850.5

T, 106751, REL, 6851.5

T, 106752, REL, 6852.5

T, 106753, REL, 6853.5

T, 106754, REL, 6854.5

T, 106755, REL, 6855.5

T, 106756, REL, 6856.5

T, 106757, REL, 6857.5

T, 106758, REL, 6858.5

T, 106759, REL, 6859.5

T, 106760, REL, 6860.5

T, 106761, REL, 6861.5

T, 106762, REL, 6862.5

T, 106763, REL, 6863.5

T, 106764, REL, 6864.5

T, 106765, REL, 6865.5

T, 106766, REL, 6866.5

T, 106767, REL, 6867.5

T, 106768, REL, 6868.5

T, 106769, REL, 6869.5

T, 106770, REL, 6870.5

T, 106771, REL, 6871.5

T, 106772, REL, 6872.5

T, 106773, REL, 6873.5

T, 106774, REL, 6874.5

T, 106775, REL, 6875.5

T, 106776, REL, 6876.5

T, 106777, REL, 6877.5

T, 106778, REL, 6878.5

T, 106779, REL, 6879.5

T, 106780, REL, 6880.5

T, 106781, REL, 6881.5

T, 106782, REL, 6882.5

T, 106783, REL, 6883.5

T, 106784, REL, 6884.5

T, 106785, REL, 6885.5

T, 106786, REL, 6886.5

T, 106787, REL, 6887.5

T, 106788, REL, 6888.5

T, 106789, REL, 6889.5

T, 106790, REL, 6890.5

T, 106791, REL, 6891.5

T, 106792, REL, 6892.5

T, 106793, REL, 6893.5

T, 106794, REL, 6894.5

T, 106795, REL, 6895.5

T, 106796, REL, 6896.5

T, 106797, REL, 6897.5

T, 106798, REL, 6898.5

T, 106799, REL, 6899.5

T, 106800, REL, 6900.5

T, 106801, REL, 6901.5

T, 106802, REL, 6902.5

T, 106803, REL, 6903.5

T, 106804, REL, 6904.5

T, 106805, REL, 6905.5

T, 106806, REL, 6906.5

T, 106807, REL, 6907.5

T, 106808, REL, 6908.5

T, 106809, REL, 6909.5

T, 106810, REL, 6910.5

T, 106811, REL, 6911.5

T, 106812, REL, 6912.5

T, 106813, REL, 6913.5

T, 106814, REL, 6914.5

T, 106815, REL, 6915.5

T, 106816, REL, 6916.5

T, 106817, REL, 6917.5

T, 106818, REL, 6918.5

T, 106819, REL, 6919.5

T, 106820, REL, 6920.5

T, 106821, REL, 6921.5

T, 106822, REL, 6922.5

T, 106823, REL, 6923.5

T, 106824, REL, 6924.5

T, 106825, REL, 6925.5

T, 106826, REL, 6926.5

T, 106827, REL, 6927.5

T, 106828, REL, 6928.5

T, 106829, REL, 6929.5

T, 106830, REL, 6930.5

T, 106831, REL, 6931.5

T, 106832, REL, 6932.5

T, 106833, REL, 6933.5

T, 106834, REL, 6934.5

T, 106835, REL, 6935.5

T, 106836, REL, 6936.5

T, 106837, REL, 6937.5

T, 106838, REL, 6938.5

T, 106839, REL, 6939.5

T, 106840, REL, 6940.5

T, 106841, REL, 6941.5

T, 106842, REL, 6942.5

T, 106843, REL, 6943.5

T, 106844, REL, 6944.5

T, 106845, REL, 6945.5

T, 106846, REL, 6946.5

T, 106847, REL, 6947.5

T, 106848, REL, 6948.5

T, 106849, REL, 6949.5

T, 106850, REL, 6950.5

T, 106851, REL, 6951.5

T, 106852, REL, 6952.5

T, 106853, REL, 6953.5

T, 106854, REL, 6954.5

T, 106855, REL, 6955.5

T, 106856, REL, 6956.5

T, 106857, REL, 6957.5

T, 106858, REL, 6958.5

T, 106859, REL, 6959.5

T, 106860, REL, 6960.5

T, 106861, REL, 6961.5

T, 106862, REL, 6962.5

T, 106863, REL, 6963.5

T, 106864, REL, 6964.5

T, 106865, REL, 6965.5

T, 106866, REL, 6966.5

T, 106867, REL, 6967.5

T, 106868, REL, 6968.5

T, 106869, REL, 6969.5

T, 106870, REL, 6970.5

T, 106871, REL, 6971.5

T, 106872, REL, 6972.5

T, 106873, REL, 6973.5

T, 106874, REL, 6974.5

T, 106875, REL, 6975.5

T, 106876, REL, 6976.5

T, 106877, REL, 6977.5

T, 106878, REL, 6978.5

T, 106879, REL, 6979.5

T, 106880, REL, 6980.5

T, 106881, REL, 6981.5

T, 106882, REL, 6982.5

T, 106883, REL, 6983.5

T, 106884, REL, 6984.5

T, 106885, REL, 6985.5

T, 106886, REL, 6986.5

T, 106887, REL, 6987.5

T, 106888, REL, 6988.5

T, 106889, REL, 6989.5

T, 106890, REL, 6990.5

T, 106891, REL, 6991.5

T, 106892, REL, 6992.5

T, 106893, REL, 6993.5

T, 106894, REL, 6994.5

T, 106895, REL, 6995.5

T, 106896, REL, 6996.5

T, 106897, REL, 6997.5

T, 106898, REL, 6998.5

T, 106899, REL, 6999.5

T, 106900, REL, 7000.5

T, 106901, REL, 7001.5

T, 106902, REL, 7002.5

T, 106903, REL, 7003.5

T, 106904, REL, 7004.5

T, 106905, REL, 7005.5

T, 106906, REL, 7006.5

T, 106907, REL, 7007.5

T, 106908, REL, 7008.5

T, 106909, REL, 7009.5

T, 106910, REL, 7010.5

T, 106911, REL, 7011.5

T, 106912, REL, 7012.5

T, 106913, REL, 7013.5

T, 106914, REL, 7014.5

T, 106915, REL, 7015.5

T, 106916, REL, 7016.5

T, 106917, REL, 7017.5

T, 106918, REL, 7018.5

T, 106919, REL, 7019.5

T, 106920, REL, 7020.5

T, 106921, REL, 7021.5

T, 106922, REL, 7022.5

T, 106923, REL, 7023.5

T, 106924, REL, 7024.5

T, 106925, REL, 7025.5

T, 106926, REL, 7026.5

T, 106927, REL, 7027.5

T, 106928, REL, 7028.5

T, 106929, REL, 7029.5

T, 106930, REL, 7030.5

T, 106931, REL, 7031.5

T, 106932, REL, 7032.5

T, 106933, REL, 7033.5

T, 106934, REL, 7034.5

T, 106935, REL, 7035.5

T, 106936, REL, 7036.5

T, 106937, REL, 7037.5

T, 106938, REL, 7038.5

T, 106939, REL, 7039.5

T, 106940, REL, 7040.5

T, 106941, REL, 7041.5

T, 106942, REL, 7042.5

T, 106943, REL, 7043.5

T, 106944, REL, 7044.5

T, 106945, REL, 7045.5

T, 106946, REL, 7046.5

T, 106947, REL, 7047.5

T, 106948, REL, 7048.5

T, 106949, REL, 7049.5

T, 106950, REL, 7050.5

T, 106951, REL, 7051.5

T, 106952, REL, 7052.5

T, 106953, REL, 7053.5

T, 106954, REL, 7054.5

T, 106955, REL, 7055.5

T, 106956, REL, 7056.5

T, 106957, REL, 7057.5

T, 106958, REL, 7058.5

T, 106959, REL, 7059.5

T, 106960, REL, 7060.5

T, 106961, REL, 7061.5

T, 106962, REL, 7062.5

T, 106963, REL, 7063.5

T, 106964, REL, 7064.5

T, 106965, REL, 7065.5

T, 106966, REL, 7066.5

T, 106967, REL, 7067.5

T, 106968, REL, 7068.5

T, 106969, REL, 7069.5

T, 106970, REL, 7070.5

T, 106971, REL, 7071.5

T, 106972, REL, 7072.5

T, 106973, REL, 7073.5

T, 106974, REL, 7074.5

T, 106975, REL, 7075.5

T, 106976, REL, 7076.5

T, 106977, REL, 7077.5

T, 106978, REL, 7078.5

T, 106979, REL, 7079.5

T, 106980, REL, 7080.5

T, 106981, REL, 7081.5

T, 106982, REL, 7082.5

T, 106983, REL, 7083.5

T, 106984, REL, 7084.5

T, 106985, REL, 7085.5

T, 106986, REL, 7086.5

T, 106987, REL, 7087.5

T, 106988, REL, 7088.5

T, 106989, REL, 7089.5

T, 106990, REL, 7090.5

T, 106991, REL, 7091.5

T, 106992, REL, 7092.5

T, 106993, REL, 7093.5

T, 106994, REL, 7094.5

T, 106995, REL, 7095.5

T, 106996, REL, 7096.5

T, 106997, REL, 7097.5

T, 106998, REL, 7098.5

T, 106999, REL, 7099.5

T, 107000, REL, 7100.5

T, 107001, REL, 7101.5

T, 107002, REL, 7102.5

T, 107003, REL, 7103.5

T, 107004, REL, 7104.5

T, 107005, REL, 7105.5

T, 107006, REL, 7106.5

T, 107007, REL, 7107.5

T, 107008, REL, 7108.5

T, 107009, REL, 7109.5

T, 107010, REL, 7110.5

T, 107011, REL, 7111.5

T, 107012, REL, 7112.5

T, 107013, REL, 7113.5

T, 107014, REL, 7114.5

T, 107015, REL, 7115.5

T, 107016, REL, 7116.5

T, 107017, REL, 7117.5

T, 107018, REL, 7118.5

T, 107019, REL, 7119.5

T, 107020, REL, 7120.5

T, 107021, REL, 7121.5

T, 107022, REL, 7122.5

T, 107023, REL, 7123.5

T, 107024, REL, 7124.5

T, 107025, REL, 7125.5

T, 107026, REL, 7126.5

T, 107027, REL, 7127.5

T, 107028, REL, 7128.5

T, 107029, REL, 7129.5

T, 107030, REL, 7130.5

T, 107031, REL, 7131.5

T, 107032, REL, 7132.5

T, 107033, REL, 7133.5

T, 107034, REL, 7134.5

T, 107035, REL, 7135.5

T, 107036, REL, 7136.5

T, 107037, REL, 7137.5

T, 107038, REL, 7138.5

T, 107039, REL, 7139.5

T, 107040, REL, 7140.5

T, 107041, REL, 7141.5

T, 107042, REL, 7142.5

T, 107043, REL, 7143.5

T, 107044, REL, 7144.5

T, 107045, REL, 7145.5

T, 107046, REL, 7146.5

T, 107047, REL, 7147.5

T, 107048, REL, 7148.5

T, 107049, REL, 7149.5

T, 107050, REL, 7150.5

T, 107051, REL, 7151.5

T, 107052, REL, 7152.5

T, 107053, REL, 7153.5

T, 107054, REL, 7154.5

T, 107055, REL, 7155.5

T, 107056, REL, 7156.5

T, 107057, REL, 7157.5

T, 107058, REL, 7158.5

T, 107059, REL, 7159.5

T, 107060, REL, 7160.5

T, 107061, REL, 7161.5

T, 107062, REL, 7162.5

T, 107063, REL, 7163.5

T, 107064, REL, 7164.5

T, 107065, REL, 7165.5

T, 107066, REL, 7166.5

T, 107067, REL, 7167.5

T, 107068, REL, 7168.5

T, 107069, REL, 7169.5

T, 107070, REL, 7170.5

T, 107071, REL, 7171.5

T, 107072, REL, 7172.5

T, 107073, REL, 7173.5

T, 107074, REL, 7174.5

T, 107075, REL, 7175.5

T, 107076, REL, 7176.5

T, 107077, REL, 7177.5

T, 107078, REL, 7178.5

T, 107079, REL, 7179.5

T, 107080, REL, 7180.5

T, 107081, REL, 7181.5

T, 107082, REL, 7182.5

T, 107083, REL, 7183.5

T, 107084, REL, 7184.5

T, 107085, REL, 7185.5

T, 107086, REL, 7186.5

T, 107087, REL, 7187.5

T, 107088, REL, 7188.5

T, 107089, REL, 7189.5

T, 107090, REL, 7190.5

T, 107091, REL, 7191.5

T, 107092, REL, 7192.5

T, 107093, REL, 7193.5

T, 107094, REL, 7194.5

T, 107095, REL, 7195.5

T, 107096, REL, 7196.5

T, 107097, REL, 7197.5

T, 107098, REL, 7198.5

T, 107099, REL, 7199.5

T, 107100, REL, 7200.5

T, 107101, REL, 7201.5

T, 107102, REL, 7202.5

T, 107103, REL, 7203.5

T, 107104, REL, 7204.5

T, 107105, REL, 7205.5

T, 107106, REL, 7206.5

T, 107107, REL, 7207.5

T, 107108, REL, 7208.5

T, 107109, REL, 7209.5

T, 107110, REL, 7210.5

T, 107111, REL, 7211.5

T, 107112, REL, 7212.5

T, 107113, REL, 7213.5

T, 107114, REL, 7214.5

T, 107115, REL, 7215.5

T, 107116, REL, 7216.5

T, 107117, REL, 7217.5

T, 107118, REL, 7218.5

T, 107119, REL, 7219.5

T, 107120, REL, 7220.5

T, 107121, REL, 7221.5

T, 107122, REL, 7222.5

T, 107123, REL, 7223.5

T, 107124, REL, 7224.5

T, 107125, REL, 7225.5

T, 107126, REL, 7226.5

T, 107127, REL, 7227.5

T, 107128, REL, 7228.5

T, 107129, REL, 7229.5

T, 107130, REL, 7230.5

T, 107131, REL, 7231.5

T, 107132, REL, 7232.5

T, 107133, REL, 7233.5

T, 107134, REL, 7234.5

T, 107135, REL, 7235.5

T, 107136, REL, 7236.5

T, 107137, REL, 7237.5

T, 107138, REL, 7238.5

T, 107139, REL, 7239.5

T, 107140, REL, 7240.5

T, 107141, REL, 7241.5

T, 107142, REL, 7242.5

T, 107143, REL, 7243.5

T, 107144, REL, 7244.5

T, 107145, REL, 7245.5
